"","u0","u1","s0","s1","xi0","xi1"
"1",515.70485665396,139.570176537134,4.33155351651412,1.50426644923449,0.649642008409663,-0.137449687279318
"2",534.053476335713,140.447352106582,4.14006784831517,1.83410431040411,0.412312875106849,0.707697320605054
"3",487.071238188327,110.42870856663,4.52383789591874,0.828624279468704,0.661807686646305,0.00991568722675096
"4",514.880141077918,94.2169732453274,3.50244046741684,2.33815357755074,0.178191149783949,1.12530550709096
"5",550.365339505743,36.7558130935878,3.92877027000788,1.79197999474654,0.170655940629362,1.20652266727022
"6",494.971129030608,154.866895661142,3.73792906427405,2.28300224892162,0.252005312268773,0.824320781945335
"7",467.23398641262,228.377978463629,3.54715531854185,2.96835527369538,1.14591455844811,-1.11543534919775
"8",498.848728812504,119.30516724088,3.61779700419538,2.61870836905131,0.216333102252869,1.44979280390627
"9",476.282607101794,170.194726967057,3.54536542004162,2.56427375003818,0.252629986726882,1.36267987467478
"10",428.732023950333,247.906683540969,2.7754612269081,4.15979267900598,1.60877268339463,-1.86655741082579
"11",480.39183922895,238.475737951938,3.84620753643542,2.63837890033991,-0.07779979696202,1.79696238741059
"12",447.807718901555,229.429063140503,2.66827230886105,4.94587142697816,1.90575174429382,-3.1837664362951
"13",506.405418703565,74.8227883985942,3.84101846190747,1.46921526039299,1.19680726108856,-0.6769667888237
"14",555.130055017188,38.2007770069429,4.2853685948754,1.47099475475515,0.726175271752719,-0.733316446735649
"15",485.205409030199,194.339252893131,3.80947136405031,2.60830050714532,1.0841577671097,-1.19557845037731
"16",515.581127814515,132.642680025853,4.58958753136532,0.954014986940535,0.400904721878957,-0.196609253058811
"17",494.007752162625,93.0488711306344,3.78242069154514,2.17850066127952,0.684826876053626,-0.670019295909769
"18",533.000459224806,-0.743846678857778,4.29955389622746,0.191997776337938,1.25604706164428,-1.21939192198677
"19",550.080616414424,-20.9874219189555,3.93616899993767,1.44570841930649,0.594144905229537,-0.616666272793285
"20",581.420809799146,-120.284212278672,4.30333224734703,0.885223426380234,0.180510788472504,1.53643540007792
"21",667.233058375458,-129.051032489011,5.31847641822807,-0.359315641334242,0.756567280744702,-0.501307046141327
"22",564.132274091093,-116.746181133156,4.48524930220086,-0.666847815727825,1.03242329476597,-0.716110558019395
"23",594.964738216656,-123.286954376288,5.14029172404306,-1.17472198292758,0.258337271134528,0.710740153538698
"24",603.125179603714,-160.802183384779,5.30721231952288,-1.61478938408193,1.19982132044064,-0.0347650732525348
"25",590.57294534179,-163.713852453612,5.67618050047598,-2.58022890509,1.2500161466332,0.46095771482158
"26",550.64059695764,-38.6719000676464,4.11394159755484,0.926589744493781,0.599688665361968,-0.489841742782914
"27",520.032085471433,10.0303636397048,3.76268013908444,1.13506396813165,0.593531644562451,0.188484068709222
"28",468.104817745142,146.004330788382,3.14825789720507,2.66198357510254,1.08241418774269,-0.781034489826646
"29",505.846242912002,104.784279913058,4.07123734964804,1.22305084037801,1.19087994986277,-0.883568219793374
"30",592.77894492198,-151.686450889198,4.77467868944645,-0.658269355558616,0.405047661411497,0.495067670341906
"31",552.456831697031,-8.94564497927875,4.30312936423772,0.472464560773386,1.07435903668382,-0.971521177914485
"32",489.444979529009,163.728603404996,4.01549333208992,2.13538957530288,0.830578787732298,0.58378051480604
"33",549.855613538761,8.72319919375128,4.0310523625366,1.16061205524081,0.33799820048516,0.345108474660536
"34",547.836799873299,32.4670974627601,4.56622256876556,0.550808795206806,0.711614906689217,0.0742803575478423
"35",451.786109325553,224.728379310555,3.8592703447724,1.66388814490473,1.32522607784694,-1.62656679487446
"36",619.287145850244,-150.659179673169,4.6657559853118,0.3436837195613,0.547449871528294,-0.22319710536065
"37",514.456401868524,12.7758272708109,3.5388061629751,2.05812042857926,0.569447246685853,-0.027572330223529
"38",462.570720566651,169.929078219037,3.03707280593562,2.75371074535068,0.618630309562182,0.269590402698152
"39",496.09934554302,170.953775531484,3.60684663403528,2.43806678241026,0.434693139105287,0.0279376789628291
"40",515.083639044895,126.96786742174,3.74034352061361,2.30495565979055,0.328964818052228,0.129301405958001
"41",551.004946834268,-36.868247498354,4.4270150154722,0.359560237588352,1.33607541156501,-0.904261955475851
"42",593.563465333995,-169.452788373657,4.15362393140212,1.11390597157673,1.12806045503696,-1.25032374568578
"43",503.919487366534,130.150003630221,4.05398793363164,1.5309847770768,1.21982558382702,-1.01315082912577
"44",553.535231010187,-35.906620102873,3.86866328403507,1.553717954054,0.700443102029695,0.120320989071008
"45",468.376407324285,197.998135346645,3.65318418073332,1.7744872699639,0.783652459674836,-0.509637208173146
"46",557.452542527172,-118.82832634172,3.77448890708194,1.27733070924601,0.229218038974607,0.773434193971471
"47",595.590092983612,-136.079647310374,4.64950369293934,-0.252931434847786,0.511052538886345,0.729569435410417
"48",532.012941365557,43.5443310345786,4.13651731341192,1.17006203903714,0.531164752771853,-0.139543296919237
"49",592.228813448,-155.658491144185,4.14955248183499,0.308132450576467,0.0552162267455828,1.72657868713315
"50",750.233050109843,-308.386303905219,5.75177460598328,-1.48070352063804,-0.334184455976573,1.98721486352537
"51",603.272926510579,-122.41844321032,4.1692353045677,1.38531994035898,0.8533034089878,-1.0532473453031
"52",555.638049663269,6.65627591021001,3.91594194350257,1.62259296639335,0.372983726490211,0.81695358052954
"53",503.849162944979,64.4572226045829,4.37607706021037,1.08497368845454,0.619260287425871,0.199896926383966
"54",606.279274259892,-157.279872306642,5.28197996463925,-1.64807358102942,1.08589849016935,-0.588682807930869
"55",579.766133063167,-138.724558272286,4.41546766280269,-0.688776621160169,-0.156138258351928,1.96973583761575
"56",593.982686964285,-91.387877739728,4.63769585168569,0.587018502707458,0.626147225669798,1.48573317400664
"57",550.556201925676,-75.330768366923,4.04919273671214,1.47113928429266,-0.379425542107565,4.87539995002143
"58",657.005895252465,-201.533428286351,5.55644043164774,-0.776060682694783,0.411894574405744,2.64911027540278
"59",525.281822821464,1.92995587536247,3.5365664540272,2.27447069469041,0.748588553069848,-0.222671061561429
"60",604.698356328028,-111.662779114461,4.7521492711834,0.539100995040717,0.599578101161536,0.00623132662869186
"61",415.438698375333,283.932290859257,2.7155528086983,3.824400749045,1.01296944131176,-0.265263222386957
"62",436.882808394003,314.237608346415,3.31463862807598,3.24684321950974,1.25076909899434,-1.3990674603374
"63",430.931484343006,324.0239231558,3.25398229411397,3.12030607074757,0.879346414473107,-0.952259812724965
"64",572.763447952838,22.7171317001759,4.82894554039944,0.593621654482534,0.569440871008985,0.169230666371364
"65",694.085566727105,-159.668926238019,6.55414226708352,-2.68680867642242,2.63316455180709,-3.68144890329662
"66",704.637257081753,-264.847833715858,6.71628868066881,-2.83338897170499,3.26968948001815,-4.05954924482444
"67",559.446530961354,-8.84731593431052,4.01490013414708,1.6374657402948,0.776028002931864,-0.320788820436289
"68",576.401897349028,30.6506686405985,4.21691148039692,2.12789609647469,0.803785686983078,-0.430970195187089
"69",507.866032798475,170.490703785708,3.64026630012452,2.7685450923072,-0.141857445268331,1.80372810022303
