"","u0","u1","s0","s1","xi"
"1",509.794468961474,82.460478059129,4.12631350127039,1.43505850310717,0.860962700143284
"2",558.013116463326,-6.39136048530409,4.6290716544263,0.351736055432942,0.729561460346976
"3",488.97206063687,101.563699184485,3.64098238065687,1.7828739994199,0.690053266420724
"4",510.729695461072,100.182823241984,4.14053149022479,1.36325650120398,0.838584274809865
"5",403.718021346724,452.808296821338,3.87391427906674,2.61761768408229,0.555526742747054
"6",436.626405884481,345.057112592764,3.7876344066806,2.35076222914484,0.620091073055874
"7",380.484578906768,509.348360446854,3.02417244997483,3.81623708121609,0.528861514682356
"8",426.569595669043,352.170351454822,3.21187761745299,3.2988548379237,0.691297966110605
"9",479.598149762452,143.355541084094,3.88293429254834,1.76000605271681,1.03931271099522
"10",638.10719403195,-117.557433107849,4.86221803508172,0.833245082586215,0.898372762963996
"11",471.735233656961,243.950836711729,3.99375343390724,2.28823893585625,1.1187892512597
"12",526.7521008514,62.3707814927465,4.03500928746119,1.50517697672878,0.145857566850782
"13",566.358441078308,-38.8090261258213,4.14015163474577,0.713736631506808,0.529101480554139
"14",566.637497573005,-92.5458444246149,4.63236665929196,-0.589374459216282,0.873080770239946
"15",537.923873173055,55.325664185238,3.88707746379826,1.62218992446167,0.427159610635194
"16",480.185961219419,193.386289489153,3.3250620963919,2.60358350521209,0.290272217119369
"17",470.554129400594,162.652591164153,3.60157938615472,2.07847714637401,0.575122879436784
"18",542.618082386579,99.099228450614,4.480386040752,0.88560482892354,0.646647709812933
"19",478.088703981697,241.521573774365,4.37425614381706,1.4833188270604,0.583415629943537
"20",399.925812079307,499.911370384867,3.48654321432793,3.7232516593517,0.823265582726588
"21",433.498199131115,281.413948961485,4.50813025797438,1.28757673618495,0.712194034133676
"22",432.003252959836,290.043003420146,3.07224061828276,3.87878479299494,1.0529705294265
"23",549.512987200896,-8.26977013539579,4.0732116987183,1.16124714520691,0.56005247941219
"24",540.413021281664,55.6161757725921,3.896303863697,1.67754199768766,0.331338462540049
"25",546.11768015796,-16.7192574352415,4.14507114364485,2.33415130266003,0.717013334296704
"26",631.817677534578,-201.680332640152,4.98719747333949,-1.11538090010392,0.502798492679349
"27",568.787576709825,-22.4046922667104,4.4672969580816,0.601371741042704,0.701501335091229
"28",573.585864355923,-93.0281035441504,4.67030196923731,-0.281980663626511,0.881906352406422
"29",459.937279317856,296.313936041587,4.06290118644757,2.19674935348808,1.07872826323456
"30",488.701845908941,171.933104142094,3.2344397756413,2.95434648494753,0.405595210879867
"31",472.52502998831,88.4983287440392,2.93706325656208,2.60493861897914,0.844308018137688
"32",558.398097125494,-93.7329698925214,4.22312411491444,0.474309432094123,0.959973293827756
"33",615.637357729018,-151.205610946613,4.29866778642011,1.43274648637466,0.319562532924489
"34",640.925831268075,-189.231115312114,5.18003675773649,-0.474794093841037,0.345863719561897
"35",685.446578897303,-310.788646213504,4.11618509435806,1.88677881060959,0.365753361843358
"36",631.776324707214,-169.341548832282,4.62181810959632,0.684875103379719,0.570518467097024
"37",476.951811919504,214.557470223103,4.23761633298549,1.18523926567048,0.337536800100944
"38",464.959957152485,160.894982639464,3.61424645954609,2.69515696640069,0.591975430216617
"39",587.081550310009,-125.694179275733,3.77330875656513,1.64244307722004,0.518435117973998
"40",751.702688736011,-314.449456373874,6.26274288117148,-2.03227472505456,1.32339408870226
"41",354.084830837611,602.706267021459,3.56056417889149,3.27007325808035,0.677304902069621
"42",534.97963473119,56.7738265714502,4.2987357404727,0.848003505843225,0.30362318606347
