"","u","s0","s1","xi0","xi1"
"1",538.949459047906,4.02592664646828,1.97138457468299,1.30556698105529,-1.20246994018365
"2",563.455048929332,3.97227216587833,2.0116466283702,0.475903808419055,-0.678788569309543
"3",528.274277250976,4.19335480877825,0.963495670615446,0.801286903386106,-0.22946419797431
"4",535.603851423203,4.53727041120592,0.681917174436177,1.36002514560946,-0.105631349948236
"5",514.670184177533,4.93701063948393,0.240727355043743,0.40551175797,0.888517151028833
"6",536.471974581404,4.09457500496912,1.35994838308686,0.67973188158186,0.564191007012748
"7",519.304028933021,4.75341781421904,-0.162251271605676,1.09111466623253,-0.955180183224145
"8",577.191881351762,4.5822272756035,0.750631504326641,0.0973475390918318,0.761795712850416
"9",541.71710818925,3.64214185804204,1.69826649364224,0.163408871409863,1.30674469539841
"10",570.387636841875,5.08483244016596,-0.211259270261983,1.95660015614411,-2.44027974409541
"11",536.741333646095,3.72727067673502,2.4213102760217,0.81803805653021,0.736843861875036
"12",532.234135785508,3.63725127505888,1.73229442352176,0.531969001565333,-0.499473909879539
"13",520.983946935056,4.44449195473205,0.868099792912241,0.371825349407998,1.65729238431185
"14",547.964147848505,3.71243050354704,2.3579631592426,-0.0157158714393383,2.17442157524495
"15",580.040889138511,4.30748502918447,1.27092875199423,0.358013121239426,0.222508115030237
"16",549.833661368812,4.03345044596781,1.20542614724993,0.319736495939174,-0.120402058564707
"17",521.889202663942,3.9942283073666,1.17248674210048,0.511525714683704,0.00671350941400983
"18",542.690468187945,4.24425757376808,0.98406950547159,0.599614256690397,0.729980859986458
"19",542.353232110046,4.19191912375396,1.65046059393886,1.55537503763667,-1.59562792237293
"20",514.806950077703,4.81043880784985,-0.391639133537299,2.16390585471753,-1.91689273727638
"21",540.911933793676,3.18940786840655,3.67611913665401,0.51890175220577,-0.0800523333754595
"22",515.254110215148,4.36974145699442,0.166694719731113,2.11731916490428,-1.86073946001079
"23",536.338798966276,4.00536914474076,1.37746485250431,0.268187178632843,1.03815154263506
"24",538.99820856606,4.56652952331594,0.361141327174833,1.54991547890563,-1.77670573148473
"25",529.408316872312,3.78211792442061,1.2751351437823,0.700944315824406,-0.161309343362305
"26",543.452551418538,4.54201833549188,0.807731522370808,0.96481732088015,-0.20104098740069
"27",564.067798597852,4.45315007824619,0.917843038760365,0.682039546293311,0.488052956079334
"28",538.611926027043,4.38141724683755,1.05716706835421,1.78703363950424,-1.48606462704774
"29",571.057604160815,5.70949846022846,-1.27697641395254,2.90998378299005,-3.76294411010796
"30",535.823608684304,4.31817406801472,0.190547456204146,1.04780009337577,-1.07968784809205
"31",544.324851229403,3.88641053589113,1.44892981219441,0.343249044732881,0.865065276828858
"32",543.54235304311,4.0616935885085,1.32395510989313,0.578275830371108,0.113342927928482
"33",574.683923101432,4.43617816977004,0.600168402530119,0.572170951038354,-0.188535998103846
"34",551.642538024525,4.1151569634708,1.21292465564255,0.155724890900778,0.591528834882541
"35",559.613966480303,4.40914396010055,0.271086016120023,0.944499170792856,-0.689702558137977
"36",557.225081682961,4.00194776032691,1.44945805867964,0.553810251234606,-0.0346235808183105
"37",550.684793119611,4.28118463452524,0.94847927076906,0.62073968667343,-0.454771924160475
"38",559.256150672938,4.50496662583494,1.21039431034614,1.47029125196317,-1.68531303010266
"39",532.009302574589,3.22219828236058,2.73974964839667,0.21077746003434,1.26709319021776
"40",565.521290581553,4.00794161010217,2.1972512316946,0.507859235095045,0.504721527685699
"41",550.18309540058,4.76318746789993,0.21061688723238,0.563654122391591,-0.180824785014215
"42",541.581462347606,4.26469984555555,1.02005864275908,0.283577602042629,0.661039821518106
"43",497.843111421521,3.98653580621003,2.08095413776135,0.547327084551758,0.580703815093709
"44",521.277439748238,4.31714286448798,0.626860195858887,1.71634167392797,-0.996408898123877
"45",534.363477294727,4.19659765173946,1.41844955770707,1.07487385990142,0.712175173535934
"46",506.877230051221,3.84442341746988,1.17853244348292,0.686513347733686,0.522471948201716
"47",544.376675416476,4.08692567417828,1.31909786297372,0.334337807576867,0.571590114976912
"48",586.707136631622,4.68162563741959,1.38341740825488,0.53444959060553,0.40602775369766
"49",553.901680779876,4.2473356428281,1.2422861706069,0.0664439836218432,1.60488151468962
"50",546.421492602582,4.1483558619311,1.34750000907579,0.49621513453434,0.599388640823293
"51",520.203836827637,4.06183466535762,1.50508965554593,0.653708258507427,0.756155609630201
"52",549.645320911202,3.85863273288844,1.65873995296493,0.159544776936422,1.51776278212087
"53",525.321181422408,4.33009932642143,0.650975773051537,0.239229017176856,0.832684439220583
"54",585.648546140231,4.89828588351443,0.886745550016071,-0.144823151326826,1.45312419977827
"55",538.949074020349,4.62763312077479,0.0964611531805631,0.147994218812501,0.0463252280182142
"56",551.509851821056,4.13151003872605,1.00307242965133,0.75646427683786,-0.473688190884897
"57",549.778800148467,3.89898579067911,1.60550004119896,-0.0452907197500968,1.13237644388376
"58",573.970998407885,5.02145809273778,-0.293918223399102,0.861716614219532,-0.853795796790698
"59",531.681321701501,4.43760574219769,0.113208860322065,1.53583889606277,-1.70057412520547
"60",509.069147320476,3.63165794447009,1.37679269249716,0.50834458415085,0.189027791709242
"61",562.646671463797,3.97249638682106,1.46861814320797,0.419410693920342,0.491335983123868
"62",596.12336048029,4.55023323948056,0.96608553448365,0.413029789054838,-0.0377236633413087
"63",526.295442431153,3.83559405597688,1.33431112359323,0.919587863472373,-0.705279676627506
"64",552.08845233061,4.2733987033357,1.38095870439287,0.708291952651075,0.00701565384771759
