"","u","s","xi"
"110",587.414445382918,144.157973045443,0.575805970133735
"111",514.842478090267,109.232489404996,0.776799687095674
"112",561.043349610991,137.95920120418,0.809756080175815
"113",570.471810779919,154.481897442633,0.78801691217376
"114",553.178703001939,98.0040986601382,0.318298231922982
"115",539.019471731559,106.805497095422,0.166451489051244
"116",545.246875025765,138.059270357969,0.719400871939326
"117",536.706954017684,93.3514386781246,0.639748247045098
"118",568.838738748982,112.88812228653,0.263667963709369
"119",540.157450486499,112.584235153567,0.382281038665511
"120",533.173929012776,114.092907755728,0.475497631308127
"121",549.366035663209,156.465164070891,1.00265079846094
"122",527.481834056078,79.381431346627,0.506343391980858
"123",551.782425878645,120.627994707637,0.544862972644066
"124",536.880995489797,108.635171444309,0.538328767101162
"125",540.167521005458,110.495447480147,0.526617793533312
"126",580.045947083713,140.697122380142,0.329505320917374
"127",633.399752407742,182.154354494582,0.181670098879881
"128",506.821864197692,105.498870453731,0.469236229127036
"129",577.634656724174,129.547327186407,0.59249175465108
"130",535.26902874825,115.911878621172,0.445861672640401
"131",584.348279711916,189.797382713194,0.419897362923287
"132",549.847260714779,100.539565449236,0.243617093987716
"133",630.272659876756,188.679106095333,0.526962354971791
"134",526.745315167974,109.163907305986,0.449367669786241
"135",559.890778670049,110.456152932519,0.438199566680545
"136",537.502694657613,78.8123311337733,0.422213135843897
"137",535.597143676328,117.931819503154,0.485038678492809
"138",562.242979125236,156.063085916456,0.402023467914813
"139",575.841274580178,174.833758462084,0.805787619856401
"140",585.544514949202,166.740950870392,0.488919597697701
"141",550.828236031067,117.590082528536,0.585616906407503
"142",568.549816503628,152.918298633462,0.412625557713288
"143",540.941672110231,123.06461579399,0.732113712657044
"144",533.207168919461,107.123163368953,0.419648655985708
"145",553.00667691496,112.45899647428,0.182073383302169
"146",557.415529597253,111.244909962632,0.350381001134658
"147",533.906770997755,80.6501422888485,0.5124453299693
"148",501.999681756248,75.3455758206156,0.506376057942248
"149",525.432908438582,81.7352976531532,0.380205559509449
"150",530.918899874565,101.51833075874,0.503661073771202
"151",574.469045505519,148.403980461392,0.650090947739194
"152",620.505584626666,201.342160778647,0.656301893378268
"153",561.235787794213,144.195855424679,0.634358209405352
"154",543.504841340921,91.6230925782333,0.375132482057909
"155",571.575329248584,164.008173022506,0.476142628480854
"156",591.437202234915,136.630932958895,0.41865499649306
"157",545.916647977345,127.484236627498,0.582840468520903
"158",545.917998582412,133.447088180566,0.696981587275782
"159",584.992938001799,143.945744345989,0.644494848092705
"160",546.289920079918,112.869380608187,0.367022258376938
"161",596.867627828849,133.062240908396,0.357848937492988
"162",565.585826253218,162.724559286857,0.393272137690859
"163",514.786861960169,125.035036480005,1.09121803287316
"164",574.890455915729,130.163159180588,0.31937995635504
"165",591.691004828635,180.888864840821,0.813188923560681
"166",530.415499444996,112.26793503542,0.473829604673679
"167",546.678235618771,113.036748092917,0.698925851773379
"168",555.965899220931,112.416962312495,0.397008767780018
"169",533.85645732931,130.610625857967,0.669940199671219
"170",546.94693358803,128.794292824692,0.306843780158269
"171",605.863935115294,155.674125651307,0.357503595220201
"172",577.640477826585,129.526635644453,0.419411867969361
"173",571.76754170962,138.644654869306,0.521350841847664
"174",517.661295929386,91.0040889299936,0.395415331475703
"175",566.83954030986,147.177484795006,0.65863717451032
"176",526.964060978491,77.0470855522175,0.395061103932466
"177",554.078259508976,108.905409329646,0.509413028904582
"178",555.490046094335,133.784952839796,0.682772323596209
"179",550.937454508213,145.343769782198,0.596990943454185
"180",563.915213473353,172.286738031646,0.502523900080101
"181",575.301306564831,153.93556404359,0.538495792025014
"182",533.951266317786,111.046882236789,0.578534722772717
"183",566.567969975946,134.818837940275,0.496775798463432
"184",530.788429220171,134.169621516453,0.595401578147334
"185",589.548965042122,191.244886942671,0.558637589138624
"186",522.519643859995,107.391098896405,0.446261897616036
"187",585.110932860082,167.544637406203,0.57737617915826
"188",506.68499230778,130.660953703683,0.367661108133892
"189",582.508041842985,185.486429148221,0.375088280802883
"190",559.43094920631,132.679808187127,0.548381125190719
"191",601.039609405887,128.407904403686,0.335245641410138
"192",557.852364006037,137.610787389571,0.661696150711155
"193",596.440147639684,164.517769352888,0.568488673721073
"194",600.768579707537,113.440914175125,0.23568776623678
"195",555.745855967373,140.593068593342,0.493509195418373
"196",576.939028941929,139.430095343596,0.319348147204886
"197",551.524465657877,138.554466646439,0.746319892254487
"198",541.8188984055,114.996127793384,0.671255864281213
"199",515.134835601065,93.1795774330101,0.632024858127955
"200",550.980635075624,123.665018095444,0.631574629955375
"201",551.696614864079,115.677965968134,0.782599142314682
"202",543.780065418236,103.988920738945,0.557214698908891
"203",551.083551788782,143.775102390938,0.759103431654453
"204",555.349139683488,121.067475440249,0.407809525976828
"205",588.502479561395,120.187246888564,0.289415793144323
"206",595.560744594516,190.732591909636,0.826346608122637
"207",568.043442313427,131.350363126133,0.504062945463583
"208",559.908412311918,114.455210819923,0.494468684853428
"209",560.725190233585,135.142901670345,0.588716983766439
"210",571.535316814065,123.848003847103,0.440942680040633
"211",552.438704904935,150.282593930748,0.59049866330327
"212",549.342427420429,127.286954320637,0.30515874824686
"213",529.191851986548,112.235640015705,0.400400173988326
"214",555.084401969747,115.078235627152,0.578620265395898
"215",550.008223768378,114.446945802774,0.259576226661822
"216",538.249321717248,118.27373381264,0.526701513704254
"217",534.677788952657,95.1745108170479,0.526787914333502
"218",544.382421105072,129.145548314477,0.708729693507709
"219",538.747267536256,105.445366676418,0.594052858370117
"220",589.225271016878,148.183917437766,0.625256482307608
"221",527.43960443503,121.831012268681,0.234195416800042
"222",571.682698545102,144.102664006014,0.498558471934698
"223",578.281396483325,123.409337619061,0.635099311971296
"224",598.188494950307,145.668401359414,0.327629980971831
"225",570.117135117016,143.856659412358,0.392743011016564
"226",616.592107869873,182.12405732992,0.556408302118653
"227",539.095749081483,105.016134706577,0.408316059276606
"228",595.770741727995,172.044273705474,0.311063288065557
"229",567.925376421859,134.875976244231,0.425623285237371
"230",549.384742104247,117.882676440307,0.480112892799208
"231",518.975239825934,116.968300010361,0.36704169126114
"232",530.861085975621,111.614336957664,0.358039546611961
"233",562.869617580957,165.072897350851,0.887850496543398
"234",539.571069605798,109.223785920275,0.306485154609187
"235",522.408599245023,99.9287821221187,0.438871462380103
"236",563.655535264292,126.661309869439,0.218061202696822
"237",531.425232382537,98.2919531802922,0.434941699029253
"238",566.446326477343,114.308573297312,0.44144862833627
"239",546.442767281807,99.5184876318334,0.392823481613583
"240",549.998101141239,126.668943379288,0.185684953688174
"241",570.112564018794,137.377387129997,0.419502486365638
"242",540.075760943878,127.517367180866,0.299262601529343
"243",560.018497480834,118.704026024282,0.595976868480604
"244",545.222877625981,139.131325686959,0.540959917401805
"245",577.297459360748,122.262671854513,0.363653941901228
"246",540.00235997119,102.180473700114,0.259243088594972
"247",512.624354768879,96.2898415450065,0.512592947700353
"248",558.690193889806,147.428085304672,0.881924195821692
"249",544.786624107074,136.027587254621,0.622294733163134
"250",542.016578376346,114.16386697146,0.316799521367193
"251",559.730738764122,135.340316069601,0.467015127888474
"252",564.13226479235,143.474354489322,0.499567138317725
"253",527.921223766459,93.478147391079,0.480238197615461
"254",562.561584657728,129.762187948782,0.46679942740556
"255",530.940724097145,119.205810640644,0.302493969765597
"256",568.402294169378,147.31963917366,0.196694714502116
"257",524.41659549691,91.8040215941785,0.58770061171623
"258",566.101031913497,120.032689957018,0.350470146537841
"259",540.045691463045,127.411620663409,0.717336686677731
"260",561.644586546419,122.950150201853,0.74219913506646
"261",567.870195025732,125.117456058761,0.495421832580846
"262",539.386475651737,114.849407605365,0.600858234237231
"263",542.621841840462,129.22550464533,0.755312468789886
"264",532.845349174772,131.004791244687,0.594382112534625
"265",557.471663180965,137.612504068474,0.700615942281043
"266",536.102493587871,122.804437340426,0.698786449493977
"267",548.570041867272,107.958471296581,0.313288616846902
"268",517.526955654945,99.7986205769828,0.714928382264516
"269",520.40271365917,90.3689714531651,0.485201814533785
"270",523.405501052644,82.5192855051305,0.638879569727725
"271",558.114124169988,98.4415539889024,0.301147965249674
"272",534.991558165245,97.4123797676861,0.423149169144348
"273",576.721301728842,159.66781279311,0.275545365566629
"274",598.714541098652,131.772449373775,0.292306217593872
"275",580.555369181968,160.33298227352,0.772808744127142
"276",556.814525883867,121.537735782241,0.664719944836765
"277",576.405443907959,138.499731248517,0.539260339147281
"278",604.470818591216,140.167267680235,0.398516720115673
"279",564.691988305518,116.671195093275,0.11931671284067
"280",588.192468856915,164.403426996167,0.628939863476971
"281",490.697342608939,99.2532112451824,0.802275082076077
"282",530.804721847203,94.374285638464,0.704652728094505
"283",545.409438409846,128.205696224582,0.391826414262765
"284",499.023489498554,139.121693602822,0.635331800731638
"285",515.350786728856,100.416962467504,0.346203660214578
"286",539.990099517649,103.638992509629,0.623410410361344
"287",579.249424610416,136.246027128787,0.298236771975408
"288",546.57947748714,124.040126442019,0.645893671238312
"289",531.515201770328,95.5929394847781,0.385021499211798
"290",561.689878515699,125.038320127067,0.466349416988428
"291",568.001763431348,129.194092148564,0.466795281544508
"292",539.008278026105,104.099543765004,0.430590315829493
"293",518.126128636018,103.182768465644,0.682815796222599
"294",584.275214889724,138.731502763378,0.468578896138351
"295",568.553950521127,126.19897509429,0.404014951197099
"296",553.632428099872,110.31638217271,0.320964000780774
"297",541.836570288202,95.121602547659,0.388534496961797
"298",518.516692318503,126.201781169073,0.586280541443228
"299",546.517414722665,120.807987489199,0.351911815514036
"300",553.216845138847,108.72119878155,0.554095765287229
"301",603.942243160232,150.889186449368,0.220594678938903
"302",554.124609747694,127.072464935256,0.469328032326118
"303",572.081850200262,135.985628718155,0.68039491863357
"304",505.563589443988,79.5622306056719,0.617647460463752
"305",563.213234397168,107.485757474217,0.485050174762807
"306",516.481031622608,89.2638545452121,0.439689533169167
"307",513.863553194406,84.6216871225769,0.59877352758118
"308",593.642626992656,150.748740829251,0.558338259216181
"309",578.977469277083,128.641814245807,0.297790154054655
"310",581.055341105377,130.475151308565,0.427324842384837
"311",555.619966857158,116.225735453524,0.352274551082055
"312",563.4522714088,115.667121299744,0.429658750402282
"313",549.152726262063,121.962169804457,0.758507411403206
"314",536.483689482494,120.201753861714,0.50172914307559
"315",581.263745140095,131.208450357535,0.292785478755538
"316",555.887750817791,115.521537484252,0.224830721747231
"317",539.423004581557,152.453024103789,0.801229066263882
"318",607.324256327303,168.628043192824,0.486094966288501
"319",571.263655650524,114.335658719764,0.328919913543847
"320",564.941929216361,132.342716771174,0.624338550579797
"321",562.903947481968,103.550927402619,0.382381760386913
"322",541.290727181115,104.157105021008,0.56638692494687
"323",532.812081839027,99.6060462714728,0.669361143374308
"324",545.340438954385,116.557419505831,0.744362891178217
"325",556.753253989455,113.380529908297,0.419330596305188
"326",531.56766977049,114.007359840501,0.282430168411973
"327",540.539312522894,98.6048064399229,0.359456184004213
"328",556.632706994145,110.247035560062,0.238782654399134
"329",567.048184814546,169.068530575555,0.511944454918792
"330",556.408285854812,134.657316633995,0.486421928125344
"331",543.532021415886,102.513687887394,0.415040967239185
"332",562.937578683374,141.158366123606,0.721451572969297
"333",494.993064043585,99.999648504176,0.677052743002998
"334",541.322734217737,111.386606973469,0.493446793572251
"335",554.610572988817,135.857779001596,0.273847848690546
"336",592.196531513073,157.838135020413,0.487518903638056
"337",559.821167420999,134.70725988941,0.73732731465619
"338",547.127416753188,133.201761567845,0.575634640730402
"339",530.661416089646,82.6755723289984,0.418764773704655
"340",528.325423083757,102.685686233158,0.54562966317371
"341",543.951884211083,106.601258265979,0.377509060501567
"342",575.651045912711,166.164260332004,0.465750810181454
"343",579.19333907085,133.538538758618,0.372684453621375
"344",613.804222193415,189.165903152921,0.614101624522515
"345",562.661790123236,121.867822350783,0.409507765739486
"346",567.459032362115,157.057579472878,0.381778591984112
"347",562.929695698596,134.504447312367,0.326894735442793
"348",572.08009415359,130.212143999008,0.694140991320215
"349",554.217907389742,120.089519174427,0.620619060161099
"350",523.298725633986,99.7095329480958,0.621912113063956
"351",573.370700406621,165.333141696632,0.608994327441432
"352",588.157289148483,152.93868624295,0.36425817350161
"353",545.825391117691,120.23026434407,0.659351667884627
"354",562.711603043802,145.784882721857,0.292777219569583
"355",542.273980558857,106.612665331595,0.592821720692095
"356",542.651284751227,102.581273821805,0.563863479956952
"357",558.662729813344,131.168035215068,0.598140704067013
"358",537.901561457118,152.116954940317,0.29931111105379
"359",553.004000949324,95.2074098570666,0.482158152903303
"360",580.156396105287,113.797303429689,0.342910647054554
"361",556.077887156876,143.764837258333,0.814312737463696
"362",581.211798172688,146.48378181891,0.577472658619815
"363",507.738767237951,98.4797603296233,0.707773672707686
"364",579.56783763122,160.131637518581,0.451332975656536
"365",543.073719807464,110.313843303211,0.481305000446408
"366",546.327738651256,99.6875397485805,0.520928565427359
"367",568.94511965478,130.415453740086,0.442358683748376
"368",609.220897448929,173.281755787928,0.473663195218954
"369",538.626880894911,115.37032695382,0.860532294356899
"370",585.606711792017,112.517188012154,0.114861777209872
"371",527.021829110353,116.471705490675,0.531175840648499
"372",553.641472726553,145.8700528571,0.289933428093061
"373",545.386469918081,93.0895975870114,0.323802344592567
"374",545.786131475758,118.715386356484,0.443165120299591
"375",545.579387321419,149.033797558171,0.789779787296106
"376",588.450364852819,183.922267977201,0.339503928189839
"377",551.945874235773,104.652938602364,0.455789256908476
"378",524.240535400097,175.487842648283,1.05435868088197
"379",572.812088489178,127.962373775167,0.436761213195504
"380",588.525226818082,172.968615218636,0.0205111717564879
"381",583.912095072997,123.138391660283,0.416010526194036
"382",575.938547814873,134.819970211462,0.497021069978814
"383",568.971977944366,139.278235854821,0.294102086760009
"384",517.797097416763,79.5274459085471,0.388550542707002
"385",560.876589816168,158.727988982826,0.413242001413902
"386",556.328069778068,124.308613930346,0.575017695903779
"387",588.87846719509,155.616223245698,0.525815552350522
"388",542.347206850669,125.22812035993,0.55810383095499
"389",555.368474279912,103.488139663036,0.387463392909549
"390",581.213668046723,120.774710526841,0.299587414837594
"391",519.249096632096,92.2353728923466,0.649506527593969
"392",542.548887510208,132.577553756243,0.444342709889981
"393",596.000560440391,156.393446238023,0.59977256047991
"394",566.263466054779,127.286982278774,0.412963157378984
"395",507.659523009379,78.1049597316584,0.579778279767672
"396",550.136223404848,118.571954539447,0.549315575075212
"397",545.003686847905,136.89429963945,0.834521751814473
"398",579.929945649741,131.759428563274,0.329208430896793
"399",518.678546278396,125.18718311342,1.10045192249241
"400",553.606804602875,117.087810151108,0.278508001428128
"401",567.630259605897,132.73103587681,0.267500531913545
"402",597.574208569918,174.82766068831,0.730580891114603
"403",520.055468378536,115.181824404212,0.819651690290763
"404",604.936900095987,138.592770030894,0.484746558069978
"405",598.720857914267,161.782859818884,0.603626990049186
"406",552.034215730764,117.715961057745,0.489586346276052
"407",538.710595578278,169.879957796121,1.34161392015317
"408",536.260571547714,112.224531252911,0.455385966709248
"409",585.822776475393,186.160842846968,0.393960902030661
"410",560.375265893171,133.69143292489,0.425044304629483
"411",557.094711084842,123.212973918047,0.485288543889258
"412",590.6847777395,137.584431116325,0.210730039394995
"413",569.965822420272,182.546288999021,0.909223355263275
"414",580.813828410884,168.294507853562,0.542563307293777
"415",569.557781557902,133.190917039263,0.445525596919514
"416",620.166151514308,190.706889473699,0.580302895149202
"417",554.688306473891,129.46002733628,0.260876377628771
"418",600.546099301933,153.462010070331,0.636656784757254
"419",547.237729914033,112.961856094598,0.354266855555841
"420",540.813646272363,88.3401136266165,0.400735005794134
"421",593.360959150056,167.019466302993,0.569734941706664
"422",514.975663158162,110.459878771392,0.512371292642309
"423",610.180229424421,167.788608529802,0.291571590656696
"424",558.246413724811,126.871411899227,0.406691719673357
"425",571.13019103955,167.39526160159,0.488656172932265
"426",574.280480604951,131.843319219814,0.0887779374134334
"427",533.519799273729,107.69693170565,0.461807869999389
"428",544.638107143209,114.257534222403,0.493040159531746
"429",606.139571308092,213.438173514392,0.986939046918839
"430",581.677101754637,130.103435601457,0.506868205806839
"431",569.645191787114,159.629849591517,0.942563445773851
"432",551.105883174748,104.301110190223,0.488079170818826
"433",537.900473050901,83.5008185011134,0.206146872766653
"434",563.035054749934,102.901964252968,0.356329699415871
"435",526.576117289368,80.4653531449362,0.645535280315728
"436",587.59543649127,168.956032681122,0.690405173640988
"437",565.083486074209,162.708892185668,0.436164392569272
"438",547.59688048624,88.7537219602855,0.293952688386748
"439",509.141297417147,95.9445103487359,0.423522877884729
"440",511.698325150107,82.6959038108758,0.542989467843556
"441",586.389196145505,161.477043065861,0.533897040118749
"442",547.296729285399,113.675327703292,0.604553004108291
"443",581.33396312729,127.817128872166,0.540615321186354
"444",555.322685856524,162.1099575755,0.207472445467725
"445",594.658450752279,138.255276963879,0.424788491233653
"446",553.581453124227,110.758321405681,0.510480410121759
"447",583.464053852103,133.622398408712,0.323761238259242
"448",586.176190907678,146.372989233459,0.261209821836056
"449",527.988617585049,109.423242774369,0.639383234459228
"450",595.483897797613,179.529311450491,0.546071029976404
"451",578.873303478951,146.41841692349,0.568973312066625
"452",546.272587949039,118.437308334169,0.733098758818599
"453",569.280180447609,163.355200173937,1.00644449236764
"454",532.324035885469,119.710606099475,0.525837128911125
"455",548.204615744441,135.701043237708,0.86372781327647
"456",585.54205694326,147.407566859599,0.428258548521085
"457",528.988426080779,108.867340215936,0.390270817125764
"458",562.133919425087,150.518825327394,0.442381124153898
"459",524.337193415021,144.409227597287,0.739364685704701
"460",600.552283136782,125.313234266391,0.126495663927482
"461",573.166024432949,151.397673396366,0.536358571017947
"462",558.245800801881,135.533298381137,0.714426493844739
"463",560.261437733345,105.969874032558,0.242702791604006
"464",564.793814528348,150.916279920722,0.617394423618879
"465",536.591223379615,123.944547027315,0.263214240144186
"466",538.783594700231,108.507948417773,0.600574794617627
"467",563.207411524521,136.390019199674,0.584244395832949
"468",560.497424866689,135.344168000665,0.383241400932876
"469",518.612064330912,88.9073692430626,0.565072974704274
"470",582.062049749089,132.400823651048,0.3362849667164
"471",560.026536439055,135.952632538505,0.509743371679603
"472",518.448024653983,98.8469554125326,0.657814697973467
"473",535.189984260781,156.697248891242,0.36149854081259
"474",552.536230617483,119.472560622937,0.682782510264231
"475",550.710026361996,99.4533764187268,0.369202756790889
"476",544.376730152011,104.057261833568,0.443517574302618
"477",568.611410948298,127.599747255867,0.424428234651345
"478",573.265362432234,171.636080177749,0.930810343607929
"479",592.515170445312,149.145974170917,0.393893375576711
"480",541.123615120023,126.989644151221,0.694480228430102
"481",598.769688318821,158.962939446865,0.227378692264746
"482",518.461234674305,100.869060866319,0.724670171444245
"483",564.907907794007,122.004390344022,0.333053893639192
"484",569.474935872164,114.919547235575,0.47157150171566
"485",576.187177032935,144.197525316869,0.244850708441964
"486",515.100502140378,69.379203157307,0.513596948205188
"487",519.282350720802,104.336996603602,0.310204005385919
"488",540.447874240501,99.7159797690482,0.635424037281874
"489",568.407354275394,140.130417956234,0.194957236432899
"490",528.396373193195,132.554633362084,0.272300001081391
"491",536.048455137434,127.255030759758,0.417663811846779
"492",520.119346165093,94.1921296281543,0.456390727003557
"493",547.827579681967,110.553249344602,0.38923066891045
"494",534.517951984563,107.203732487735,0.277796568444421
"495",509.131375577163,112.673772846872,0.533971888575135
"496",571.346650060581,128.929371864778,0.449243272677879
"497",556.392943388161,117.885668012013,0.573790354250087
"498",530.142621758459,114.634033390101,0.466846563164246
"499",536.738941995817,105.645466881393,0.523532344152549
"500",570.730884919914,126.575980052761,0.342195033858958
"501",586.611188197242,134.156219696649,0.247131324864378
"502",538.751778152779,99.9408024263386,0.229503239944908
"503",568.125993369469,128.083635460672,0.360408392141771
"504",541.385801673945,100.314860312457,0.44371662996601
"505",550.835209748942,124.158641667305,0.636850131252216
"506",529.526530213719,132.470515713668,0.571440878602083
"507",579.911698092022,128.876004994716,0.490190421943091
"508",530.653022458972,90.1563261420498,0.560932133522902
"509",577.320832828882,153.763274673564,0.278886576422056
"510",581.05206633463,151.895209684156,0.611083646442929
"511",592.77234577249,140.555834258807,0.294775369164753
"512",553.99318961149,147.378634842704,0.467144785114639
"513",545.415244412418,130.554285587124,0.650121150907014
"514",577.110278653619,150.574817617385,0.72942349400775
"515",600.890366742064,135.363774259099,0.38865698141444
"516",594.186329638379,150.624550717299,0.328926297609663
"517",601.602067402336,127.480640446689,0.42620568322407
"518",585.88644900492,165.206356748672,0.336098055662672
"519",536.27599185119,93.7234854022543,0.646906686035955
"520",540.991570375365,127.390541538505,0.571499170307521
"521",583.120350102478,153.896476013441,0.22902769939561
"522",549.211314185444,137.395833051591,0.629530965725275
"523",607.404943254564,204.777562083005,0.901556848395837
"524",545.947007788146,108.268345608523,0.53080579235529
"525",637.96478541757,208.33828370998,0.683465024910933
"526",603.814695503992,169.800244986707,0.488565024549901
"527",549.23237594345,102.658611852341,0.356205826130651
"528",551.994806528439,119.943214202839,0.487467989457027
"529",560.033673547523,140.084327799968,0.242899991401455
"530",543.441701447449,136.515090788813,0.358157700723019
"531",516.234288561204,94.9109821775511,0.591339271467054
"532",563.68159306854,137.51033730746,0.790063701922099
"533",494.193757158785,132.655061525263,0.449473572942461
"534",515.186402836116,102.758439335853,0.532132761191896
"535",539.382003476938,85.6455506928707,0.340990327658351
"536",584.258601879699,117.256156507639,0.264930052956808
"537",587.593165243361,132.44827565212,0.384090402084286
"538",506.060010539257,93.9350672846881,0.917918642969316
"539",521.203175689815,122.651832594269,0.741605341290466
"540",562.665603008009,149.724991829065,0.47530416495549
"541",572.590759430954,146.922828729051,0.683170422828511
"542",559.880862247466,141.183495873749,0.810189080366079
"543",572.26748890852,108.463095867665,0.206005307905962
"544",611.263107827099,162.831729871695,0.587624875758985
"545",574.550603036061,139.279314285072,0.662011406970921
"546",543.743429454417,133.191303904207,0.987241781985259
"547",513.976035792863,95.2876028570795,0.667169068359046
"548",553.654484921487,134.506741788013,0.428794984612532
"549",571.61751419513,123.852437306092,0.535756616106923
"550",504.023520382775,80.2616254274281,0.592411019614147
"551",566.009457520557,131.248180541688,0.426802914070024
"552",571.951388151457,147.235761786121,0.698666085569068
"553",583.558872168878,159.762366979838,0.618112610470498
"554",533.268364747088,142.343474704377,0.662544745958363
"555",578.349203668082,164.703629788959,0.495476248942566
"556",547.948791249609,151.823474308421,0.296965707533436
