"","u","s0","s1","xi"
"1",565.203192858814,4.46150711082822,0.832536427209708,0.439297019031764
"2",540.262050925424,4.26322265949775,0.589827586658717,0.687025393246397
"3",561.74834862588,4.61307934729809,0.551426213202539,0.575115591699336
"4",547.252710442625,4.02693541331416,1.29621455027464,0.383058529689242
"5",575.929148187798,4.66790080433235,0.639846046811084,0.929047916418089
"6",516.007272443488,4.0900035755201,1.04410535195091,0.795215868775255
"7",533.66679958377,4.25627595054251,0.585690165123466,0.775087571411385
"8",542.866209333474,4.55867910199046,0.529799335244547,1.17911531332504
"9",567.627506648736,4.42052693583087,0.952428580922791,0.658583052118386
"10",503.309339954033,3.88386684819013,0.921833495141315,0.980023277986923
"11",537.218223778401,3.95678494646833,0.91650116416112,0.61322078100475
"12",548.984378311544,4.25873449824504,1.01899172861765,0.734384145018293
"13",541.942765135703,4.03374025859944,1.54886074617757,0.702013710194684
"14",569.715624450549,4.423181335074,0.851308694256991,0.641766919524604
"15",578.820225424652,3.98318828286999,1.49024760406054,0.230538456560907
"16",549.295312997973,4.42430411130169,0.643361234735792,0.845881611013406
"17",552.224747006656,4.1646689476378,0.849805936398892,0.554350813485106
"18",560.375786445387,4.40895308192846,1.28193565575927,0.952299428420346
"19",561.816654942641,4.4751862880551,0.769985062171151,0.811943357750089
"20",576.677765580218,4.85911200353478,0.31064456029841,0.434315980237935
"21",544.663751687686,3.8025860367776,2.14519347903678,0.501467290515214
"22",583.928792222225,4.86970987700615,0.267674283543909,0.429522966880125
"23",527.027500528959,3.85284851726116,1.33936011753408,0.564632856153518
"24",559.038561188849,4.41731541586327,0.81172496501974,0.710789728989181
"25",557.905822297076,4.24470562276768,1.10375528359005,0.83301831950635
"26",568.649094769439,4.34398117230887,1.60682146030354,0.544761273559804
"27",535.467257335804,3.90485529849719,0.952976126728376,0.482840259618021
"28",551.799129733665,3.99462696769152,1.62181947245694,0.666902684206623
"29",527.653509112816,3.86540781063612,1.379802202837,0.693777286708946
"30",512.323000209923,3.39695705988661,2.3998783817611,0.999479955735525
"31",545.021704675543,3.92900752645548,1.31369751903265,0.257691904938322
"32",547.292295001237,4.03204544502482,1.00659371190874,0.547507769046959
"33",524.05876134572,3.88969341481476,1.24867059098948,0.595467208353185
"34",550.682912554149,4.31412290119913,0.709765979736432,0.720365640921259
"35",558.549649282137,3.97406581848392,1.51949088662591,0.613156373133042
"36",563.221665513454,3.92051615107294,1.70135026451578,0.283056949736222
"37",537.331324550125,4.3532327318556,0.690091723044773,0.784707007763062
"38",522.488267603549,3.85548630602132,1.20834628975464,0.475182813498025
"39",540.808065051226,3.58196490498795,2.30671976647717,0.630943074824755
"40",542.658760978927,4.14793769493444,0.960765281806278,0.701888584328778
"41",544.619967257005,3.79366352918705,2.30024411233663,0.524840215588765
"42",538.800426867478,4.17297313973708,1.21423352794318,0.560067968698613
"43",520.843233164749,3.8833865134887,1.22398514445797,0.667426695865156
"44",536.189442207644,3.97783792389917,1.02006774894891,0.709103469341057
"45",535.771371804962,4.41253321353174,0.886705891099527,0.366195561656386
"46",539.607420315319,4.21799780632467,0.775920788106898,0.715706459299439
"47",542.743646215206,3.67228977918388,2.47316362322886,0.702180353408186
"48",520.760429651803,3.74894885547311,1.40365156564244,0.797259176078283
"49",554.244083674311,4.44010980459446,1.23273031749444,0.560425931321364
"50",552.084526996704,3.8841287976903,1.46057544517683,0.399843740775408
"51",560.335713887396,4.15857544665368,1.05310814947498,0.727275184775069
"52",509.36425299119,3.2484798126648,2.24710860468339,0.809118029406853
"53",574.185022980004,4.26898531117947,0.838180544016234,0.500153587679353
"54",562.959890097388,4.19819436330627,0.944209022505886,0.518445888210891
"55",529.384291909739,3.8773215829828,1.34971154724698,0.53187734360263
"56",553.395878526789,4.06856250942362,1.01529547021613,0.491489691809743
"57",512.321337585886,3.43855924566325,1.79606049737898,0.813274613140282
"58",527.8531483776,4.16089377470753,0.435172849300987,0.719821115691034
"59",562.555098968972,4.42061001926768,0.764694958062594,0.60066902984324
"60",543.663430494591,4.06255280938318,1.08504081151945,0.606923943695018
"61",532.782435098751,4.35567416979578,0.660819899568043,1.01261724356713
"62",588.487240584829,4.60683556082266,0.449022687439384,0.339318334243795
"63",546.62016779944,4.10650659309743,1.48258232015222,0.493803389074809
"64",532.041546376079,4.02632249950465,0.840353762595458,0.770494388829493
"65",529.322233977226,3.83934786605963,1.28486530426524,0.548830437574895
"66",574.935835621095,4.28236804180186,0.960821562204337,0.298645166372422
"67",543.856650352816,4.59330280832337,0.451026566476057,0.791360903259527
"68",539.461603630283,4.29187449573072,0.947947916923721,0.127535324850763
"69",541.604184142417,4.13114935346631,1.333395658956,0.597426418275129
"70",543.858295452269,4.3625400659623,0.71929005376821,0.608492814220899
"71",527.726522535551,4.31420850586702,0.630889899533184,1.03761672763489
"72",566.881671500022,4.8896474799989,0.67369836323769,1.02504137132174
"73",554.114935924925,4.13489773098882,1.24718563890955,0.550912304898435
"74",551.992249342609,4.64912612083891,0.652523984120761,1.24750119658052
"75",542.477938867813,4.02776470598431,1.47479908718224,0.486427278164943
"76",548.762516853047,4.82280598919635,-0.0997018835306154,0.3993707946474
"77",580.667474363885,4.2950207816025,1.47111209623944,0.525670258564177
"78",547.50434525608,3.98596174829917,1.43686826600045,0.400947945217173
"79",536.245507193953,4.14858501872663,0.884590041416974,0.681415636801786
"80",562.894281830437,4.00409564121458,1.70388863607836,0.546603718451633
"81",539.560275346966,4.10867500304886,1.14846371676496,0.498909488888894
"82",542.467829592615,3.68741514715093,2.32524209141115,0.737441852104937
"83",575.71518406622,4.58934004105573,0.387687371258923,0.468116846951514
"84",536.518425242786,4.5656120492758,0.407714856070926,0.739174224299565
"85",568.062327930992,3.95325064315964,2.0442574170694,0.352221598828152
"86",565.347398917405,4.69434751879679,0.334209141333576,0.453567083690564
"87",570.303249883069,4.23737831260331,1.05778067594324,0.248823860619944
"88",546.408589584684,3.81234214965852,1.7237132754517,0.685308054303806
"89",549.101772508278,3.98182760829462,1.69866091278631,0.567189346470032
"90",536.253120837666,4.14422625783656,0.759870722940493,0.62902197195436
"91",555.993252522738,3.81701337116619,1.50450444117812,0.465960003845835
"92",559.135600554795,4.50933800367425,1.0764081886713,0.551454286249339
"93",564.274873340376,3.69277259244318,2.24554299643239,0.428520440965234
"94",548.767163843745,4.29348287968046,0.72444615582122,0.690918274938257
"95",560.273541050772,4.76246879816845,0.506586882984569,0.9279073137697
"96",537.077917807871,4.19890064197673,1.00706658867963,0.728888060680846
"97",533.939008002443,3.94125184979085,1.77330912590569,0.624223499374997
"98",593.620201675923,4.91003298037841,0.266740724488658,0.644170628468132
"99",574.025237434989,4.53723040062071,0.500661935096952,0.57473352138756
"100",570.525378482536,4.30729498495347,1.2474870731144,0.765587352100783
"101",533.725839637913,3.54587470217857,2.47541069448522,0.758429056336705
"102",545.334999859787,4.13557049754928,0.674623968092956,0.346303202978772
"103",541.443489549914,4.15831994491116,0.602297248075026,0.390675902814077
"104",528.513670495788,3.56795093848625,1.63211179125199,0.627618702784155
"105",510.180099298472,3.93547898949365,0.836589792383201,0.948163703081679
